NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	13718	22522	7944	32995
NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	4288	10560	5603	32995
NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	24467	28173	3280	32995
NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	10569	13333	2486	32995
NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	29607	30538	845	32995
NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	69	685	575	32995
NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	32311	32927	575	32995
NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	32311	32927	575	32995
NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	69	685	575	32995
NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	2375	3645	980	32995
NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	72	1553	1143	32995
NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	72	1553	1143	32995
NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	31408	32924	1149	32995
NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	31400	32924	1153	32995
NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	22593	23250	555	32995
NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	28425	29155	574	32995
NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	3812	4280	409	32995
NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	1858	2505	487	32995
NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	13333	13505	159	32995
NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	13490	13723	200	32995
NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	128	555	317	32995
NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	32441	32868	317	32995
NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	32441	32868	317	32995
NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	128	555	317	32995
NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	3397	3619	176	32995
NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	1503	1997	350	32995
NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	3397	3636	189	32995
NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	30906	31118	170	32995
NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	295	539	193	32995
NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	32457	32701	193	32995
NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	32457	32701	193	32995
NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	295	539	193	32995
NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	30910	31118	166	32995
NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	1370	1588	168	32995
NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	23156	23366	160	32995
NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	30942	31118	136	32995
NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	30449	30597	119	32995
NC_030884.1	NC_004086.1_Icerudivirus_SIRV2_Sulfolobus_islandicus_rod-shaped_virus_2,_complete_genome	3769	3945	133	32995
